BallNose6;CenterDrill3;CenterDrill8x90;Countersink5x60;Countersink3x90;Countersink5x90;Countersink6x90;Countersink10x90;Countersink16x90;Countersink25x90;Drill1;Drill3;Drill35;Drill5;Drill65;Drill7;Drill125;Drill15;Drill20;FlatEnd4;FlatEnd5;Tap4;Tap5;Tap6;BallNose5Sum;CenterDrillx60Sum;CenterDrillx90Sum;DrillSum;FlatEndSum;FlatEndSum2;TapSum
0;0;0.159090909;0;0;0.104959187;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0;0;0;0;0;0;0.095367477;0.098187914;0.108245377;0.068185389;0.015721513;0.148804798
0;0;0.159090909;0;0;0.104959187;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0;0;0;0;0;0;0.095503328;0.098187914;0.108245377;0.068612128;0.015721513;0.149069419
0;0;0.159090909;0;0;0.104959187;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0;0;0;0;0;0;0.097812797;0.09898619;0.10939608;0.068626421;0.015721513;0.154361824
0;0;0.159090909;0;0;0.106499307;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0;0;0;0;0;0;0.100529819;0.100582741;0.111102293;0.069292053;0.017519646;0.158507542
0;0;0.159090909;0;0;0.106499307;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0;0;0;0;0;0;0.100801522;0.100582741;0.111102293;0.069292053;0.017519646;0.15991885
0;0;0.159090909;0;0;0.106499307;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.102431735;0.102179293;0.113125942;0.070316023;0.017519646;0.161771192
0;0;0.159090909;0;0;0.109964577;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.103790246;0.105372396;0.114871836;0.085153892;0.017519646;0.161771192
0;0;0.159090909;0;0;0.115200986;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.111262057;0.112556877;0.124672645;0.09634508;0.017519646;0.167063597
0;0;0.159090909;0;0;0.115200986;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.111262057;0.113355153;0.124950401;0.097281252;0.017519646;0.167063597
0;0;0.159090909;0;0;0.122208532;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.115065888;0.118943083;0.12828347;0.101121906;0.017519646;0.177471994
0;0;0.159090909;0;0;0.122208532;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.117918761;0.119741359;0.132767241;0.101440429;0.017519646;0.1827644
0;0;0.159090909;0;0;0.122208532;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.117918761;0.122136186;0.133997302;0.101683405;0.017519646;0.1827644
0;0;0.159090909;0;0;0.122208532;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.117918761;0.124531013;0.135227363;0.107881334;0.017519646;0.1827644
0.071428571;0;0.159090909;0;0;0.123748652;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.117918761;0.125329289;0.135465439;0.108248861;0.017519646;0.1827644
0.176470588;0;0.159090909;0;0;0.125288773;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.117918761;0.126127564;0.135703516;0.108962475;0.017519646;0.1827644
0.176470588;0;0.159090909;0;0;0.135145541;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.121043337;0.131715495;0.139750813;0.113938378;0.017519646;0.191320455
0.176470588;0;0.159090909;0;0;0.135145541;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.121043337;0.132114632;0.139750813;0.1144131;0.017519646;0.191320455
0.176470588;0;0.159090909;0;0;0.135145541;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.123352805;0.132912908;0.140901516;0.114427393;0.017519646;0.195995413
0.176470588;0;0.159090909;0;0;0.135145541;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.126749083;0.132912908;0.142250615;0.115148154;0.017519646;0.200758578
0.176470588;0;0.159090909;0;0;0.135145541;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.126749083;0.133312046;0.142250615;0.115423799;0.017519646;0.200758578
0.176470588;0;0.159090909;0;0;0.140150932;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.132318978;0.136106011;0.145345607;0.119592164;0.017519646;0.21266649
0.176470588;0;0.159090909;0;0;0.140150932;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.135171852;0.136904287;0.149829379;0.119910687;0.017519646;0.217253242
0.176470588;0;0.159090909;0;0;0.140843986;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.135171852;0.137303425;0.150107134;0.120100576;0.017519646;0.217253242
0.176470588;0;0.159090909;0;0;0.140843986;0;0;0.009304207;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.13748132;0.138500838;0.151257837;0.121383856;0.017519646;0.220957925
0.176470588;0;0.159090909;0;0;0.143770214;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.13748132;0.140895665;0.152805333;0.121484926;0.017519646;0.220957925
0.176470588;0;0.159090909;0;0;0.143770214;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.13748132;0.143290493;0.154035394;0.121727902;0.017519646;0.220957925
0.176470588;0;0.159090909;0;0;0.143770214;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.13748132;0.14568532;0.155265455;0.128462829;0.017519646;0.220957925
0.176470588;0;0.159090909;0;0;0.162790698;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.149572069;0.153268939;0.164947226;0.133067122;0.017519646;0.233306871
0.176470588;0;0.159090909;0;0;0.162790698;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.149572069;0.155663766;0.164947226;0.133342767;0.017519646;0.233306871
0.176470588;0;0.159090909;0;0;0.162790698;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.149572069;0.156062904;0.164947226;0.133675582;0.017519646;0.233306871
0.176470588;0;0.159090909;0;0;0.162790698;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.151881538;0.15686118;0.16601857;0.133675582;0.017519646;0.237981829
0.176470588;0;0.159090909;0;0;0.168566148;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.159353349;0.162848248;0.172962463;0.141156792;0.017519646;0.248213813
0.176470588;0;0.159090909;0;0;0.175496689;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.173889417;0.167238764;0.180699944;0.148654337;0.017519646;0.270530123
0.176470588;0;0.159090909;0;0;0.175496689;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.173889417;0.16803704;0.181096738;0.148842184;0.017519646;0.270530123
0.176470588;0;0.159090909;0;0;0.175496689;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.173889417;0.168436178;0.181255456;0.148968776;0.017519646;0.270530123
0.176470588;0;0.159090909;0;0;0.175496689;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0;0;0;0.013528909;0;0;0;0;0;0.173889417;0.168835316;0.181414173;0.149095369;0.017519646;0.270530123
0.176470588;0;0.159090909;0;0;0.194671184;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.183127292;0.185599106;0.194548052;0.155638365;0.017519646;0.277322043
0.176470588;0;0.159090909;0;0;0.194671184;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.185980166;0.186397382;0.198754067;0.155938512;0.017519646;0.281997001
0.176470588;0;0.159090909;0;0;0.203757893;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.187610379;0.197573242;0.213752877;0.165621819;0.017519646;0.287024786
0.336134454;0;0.159090909;0;0;0.205298013;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.187610379;0.198371518;0.213990953;0.166065914;0.017519646;0.287024786
0.336134454;0;0.159090909;0;0;0.224318497;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.201467192;0.206354275;0.227045473;0.171887128;0.017519646;0.298138837
0.336134454;0;0.159090909;0;0;0.224318497;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.201467192;0.208749102;0.227045473;0.172162773;0.017519646;0.298138837
0.336134454;0;0.159090909;0;0;0.224318497;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.201467192;0.20914824;0.227045473;0.172640558;0.017519646;0.298138837
0.336134454;0;0.159090909;0;0;0.224318497;0;0;0.019822006;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.203776661;0.209946516;0.228116816;0.172640558;0.017519646;0.302813796
0.336134454;0;0.159090909;0;0;0.224318497;0;0;0.042475728;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.211656025;0.216332721;0.231053091;0.180306552;0.017519646;0.310399577
0.336134454;0;0.159090909;0;0;0.224318497;0;0;0.228559871;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.228365711;0.244272372;0.23375129;0.193866245;0.017519646;0.312869366
0.336134454;0;0.159090909;0;0;0.225396581;0;0;0.228559871;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.228365711;0.24467151;0.234068725;0.194899403;0.02864863;0.312869366
0.336134454;0;0.159090909;0;1;0.232635146;0;0;0.228559871;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.240728162;0.252654267;0.253432267;0.20361387;0.037979482;0.323542383
0.336134454;0;0.159090909;0;1;0.232635146;0;0;0.228559871;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.243581035;0.253452543;0.257638283;0.203914016;0.037979482;0.328217341
0.336134454;0;0.159090909;0;1;0.232635146;0;0;0.305420712;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.247249015;0.258641335;0.260217443;0.209867949;0.037979482;0.328217341
0.336134454;0;0.159090909;0;1;0.26551671;0;0;0.305420712;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.261649232;0.28378702;0.277120863;0.220555829;0.037979482;0.335009262
0.336134454;0;0.159090909;0;1;0.26551671;0;0;0.305420712;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.261649232;0.284585296;0.277398619;0.220642606;0.037979482;0.335009262
0.336134454;0;0.159090909;0;1;0.26551671;0;0;0.305420712;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.261649232;0.286980123;0.277398619;0.220918251;0.037979482;0.335009262
0.336134454;0;0.159090909;0;1;0.26551671;0;0;0.305420712;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.261649232;0.287379261;0.277398619;0.22134499;0.037979482;0.335009262
0.336134454;0;0.159090909;0;1;0.26551671;0;0;0.305420712;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.263958701;0.288177537;0.278469963;0.22134499;0.037979482;0.33968422
0.336134454;0;0.159090909;0;1;0.26551671;0;0;0.305420712;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.264366255;0.288177537;0.278469963;0.222603769;0.037979482;0.342859663
0.336134454;0;0.159090909;0;1;0.26551671;0;0;0.305420712;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.265860617;0.288177537;0.2799381;0.224433236;0.037979482;0.346123313
0.336134454;0;0.159090909;0;1;0.26551671;0;0;0.305420712;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.267626681;0.288177537;0.28124752;0.224433236;0.037979482;0.350357237
0.336134454;0;0.159090909;0;1;0.276143539;0;0;0.324029126;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.279174025;0.298155983;0.293230696;0.234414648;0.037979482;0.356884537
0.336134454;0;0.159090909;0;1;0.276143539;0;0;0.324029126;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.281891047;0.298954259;0.294421078;0.235551939;0.037979482;0.362617977
0.336134454;0;0.159090909;0;1;0.312413368;0;0;0.324029126;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.303355522;0.312924084;0.319974605;0.242690124;0.037979482;0.372056099
0.336134454;0;0.159090909;0;1;0.312413368;0;0;0.324029126;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.306208396;0.31372236;0.324180621;0.242990271;0.037979482;0.376731058
0.336134454;0;0.159090909;0;1;0.318265825;0;0;0.324029126;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.313000951;0.316516325;0.326085231;0.243696739;0.037979482;0.393843168
0.336134454;0;0.159090909;0;1;0.318265825;0;0;0.324029126;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.315989675;0.316516325;0.326958178;0.245097424;0.037979482;0.399753021
0.336134454;0;0.159090909;0;1;0.3320499;0;0;0.324029126;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.319521804;0.32489822;0.333227522;0.247993738;0.037979482;0.40848549
0.336134454;0;0.159090909;0;1;0.3320499;0;0;0.324029126;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.319521804;0.325297358;0.333227522;0.248454167;0.037979482;0.40848549
0.336134454;0;0.159090909;0;1;0.3320499;0;0;0.324029126;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.319521804;0.328490461;0.333862392;0.248914597;0.037979482;0.40848549
0.336134454;0;0.159090909;0;1;0.3320499;0;0;0.324029126;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.319521804;0.328490461;0.333862392;0.278497432;0.037979482;0.40848549
0.336134454;0;0.159090909;0;1;0.3320499;0;0;0.324029126;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.321831273;0.329288736;0.335132132;0.278497432;0.037979482;0.412984035
0.336134454;0;0.159090909;0;1;0.3320499;0;0;0.324029126;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.325906806;0.329288736;0.336401873;0.278497432;0.037979482;0.417747199
0.336134454;0;0.159090909;0;1;0.3320499;0;0;0.324029126;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.326721913;0.329288736;0.336401873;0.278497432;0.037979482;0.420746229
0.336134454;0;0.159090909;0;1;0.339057446;0;0;0.324029126;0.285714286;0;0.819148936;0;0;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.336503193;0.336872356;0.342671217;0.282009354;0.037979482;0.420746229
0.336134454;0;0.215909091;0;1;0.343138765;0;0;0.324029126;0.285714286;0;0.819148936;0;0.05982906;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.336503193;0.34166201;0.344853583;0.284822975;0.037979482;0.420746229
0.336134454;0;0.215909091;0;1;0.347220083;0;0;0.324029126;0.285714286;0;0.819148936;0;0.094017094;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.337725852;0.348447354;0.350170621;0.286271643;0.037979482;0.420746229
0.336134454;0;0.215909091;0;1;0.347220083;0;0;0.324029126;0.285714286;0;0.819148936;0;0.094017094;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.337725852;0.349644767;0.350488057;0.286672859;0.037979482;0.420746229
0.336134454;0;0.215909091;0;1;0.347220083;0;0;0.324029126;0.285714286;0;0.819148936;0;0.094017094;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.337725852;0.350443043;0.350765812;0.286834163;0.037979482;0.420746229
0.336134454;0;0.215909091;0;1;0.367626675;0;0;0.324029126;0.285714286;0;0.819148936;0;0.094017094;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.350360005;0.361618903;0.367708912;0.295798751;0.037979482;0.436094205
0.336134454;0;0.215909091;0;1;0.367626675;0;0;0.324029126;0.285714286;0;0.819148936;0;0.094017094;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.353212879;0.362417179;0.372113324;0.296098898;0.037979482;0.440592749
0.336134454;0;0.215909091;0;1;0.367626675;0;0;0.324029126;0.285714286;0;0.819148936;0;0.094017094;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.357831816;0.363215455;0.37306563;0.296941147;0.037979482;0.440592749
0.336134454;0;0.25;0;1;0.370167873;0;0;0.324029126;0.285714286;0;0.819148936;0;0.094017094;0;0;0.9;0;0;0.013528909;0;0;0;0;0;0.357831816;0.364812006;0.374652805;0.297848734;0.037979482;0.440592749
0.336134454;0;0.25;0;1;0.372401047;0;0;0.333333333;0.285714286;0;0.819148936;0;0.094017094;0.538461538;0;0.9;0;0;0.013528909;0;0;0;0;0;0.363945116;0.368404247;0.374652805;0.304182444;0.039826213;0.440592749
0.336134454;0;0.25;0;1;0.372401047;0;0;0.333333333;0.285714286;0;0.819148936;0;0.094017094;0.538461538;0;0.9;0;0;0.013528909;0;0;0;0;0;0.363945116;0.371198212;0.375128958;0.327942023;0.101205721;0.440592749
0.336134454;0;0.25;0;1;0.372401047;0;0;0.333333333;0.285714286;0;0.819148936;0;0.094017094;0.538461538;0;0.9;0;0;0.013528909;0;0;0;0;0;0.363945116;0.373593039;0.376359019;0.333546805;0.101205721;0.440592749
0.336134454;0;0.25;0;1;0.372401047;0;0;0.333333333;0.285714286;0;0.819148936;0;0.094017094;0.538461538;0;0.9;0;0;0.013528909;0;0;0;0;0;0.364488521;0.373593039;0.376359019;0.333656042;0.101205721;0.440592749
0.336134454;0;0.25;0;1;0.372401047;0;0;0.333333333;0.285714286;0;0.819148936;0;0.094017094;0.538461538;0;0.9;0;0;0.013528909;0;0;0;0;0;0.364488521;0.374391315;0.376359019;0.333763237;0.101205721;0.440592749
0.336134454;0;0.25;0;1;0.38102572;0;0;0.333333333;0.285714286;0;0.819148936;0;0.094017094;0.538461538;0;0.9;0;0;0.013528909;0;0;0;0;0;0.371416927;0.379580107;0.38278708;0.336392074;0.101205721;0.450207286
0.336134454;0;0.25;0;1;0.38102572;0;0;0.333333333;0.285714286;0;0.819148936;0;0.094017094;0.538461538;0;0.9;0;0;0.013528909;0;0;0;0;0;0.371416927;0.380777521;0.383025157;0.363416516;0.101205721;0.450207286
